"reserve_id","hotel_id","customer_id","reserve_datetime","checkin_date","checkin_time","checkout_date","people_num","total_price"
r3239,h_115,c_815,2016-10-26 00:58:24,2016-11-01,09:00:00,2016-11-04,4,492000
r3240,h_202,c_815,2017-03-16 14:18:58,2017-03-24,11:30:00,2017-03-25,2,29000
r3241,h_290,c_815,2017-08-05 14:09:28,2017-09-03,12:30:00,2017-09-06,2,95400
r3242,h_178,c_815,2017-12-24 21:26:41,2017-12-28,12:30:00,2017-12-29,4,84000
r3243,h_144,c_816,2016-03-03 09:03:23,2016-03-06,10:30:00,2016-03-08,2,40000
r3244,h_125,c_816,2016-08-31 15:48:06,2016-09-05,09:30:00,2016-09-08,1,32400
r3245,h_153,c_818,2016-03-24 07:00:56,2016-04-09,10:30:00,2016-04-10,4,56400
r3246,h_283,c_818,2016-05-15 05:00:30,2016-06-08,11:30:00,2016-06-10,2,81200
r3247,h_241,c_818,2016-09-21 21:56:10,2016-10-21,11:30:00,2016-10-24,3,54000
r3248,h_262,c_819,2016-04-03 02:01:05,2016-04-03,10:30:00,2016-04-06,2,114000
r3249,h_187,c_819,2016-04-21 11:59:55,2016-05-15,11:30:00,2016-05-18,2,109800
r3250,h_134,c_819,2016-07-07 12:39:27,2016-07-25,10:00:00,2016-07-28,3,608400
r3251,h_21,c_819,2017-01-19 20:53:33,2017-02-14,12:30:00,2017-02-16,4,89600
r3252,h_5,c_819,2017-03-24 23:21:36,2017-04-01,12:30:00,2017-04-02,3,40500
r3253,h_201,c_819,2017-07-07 22:53:24,2017-07-30,12:30:00,2017-08-01,1,17800
r3254,h_181,c_819,2017-09-17 06:35:27,2017-09-30,10:30:00,2017-10-01,4,33600
r3255,h_266,c_819,2017-12-26 22:09:39,2017-12-31,10:00:00,2018-01-01,2,23200
r3256,h_53,c_820,2016-05-21 00:39:25,2016-05-26,09:30:00,2016-05-29,4,44400
r3257,h_34,c_820,2016-06-02 09:43:18,2016-06-10,09:30:00,2016-06-12,4,68000
r3258,h_20,c_820,2016-12-05 01:00:16,2016-12-09,12:30:00,2016-12-11,3,42600
r3259,h_241,c_821,2016-01-26 16:05:15,2016-02-23,11:00:00,2016-02-25,4,48000
r3260,h_8,c_821,2016-07-14 10:11:29,2016-07-21,10:30:00,2016-07-23,4,99200
r3261,h_241,c_821,2016-12-22 05:30:29,2017-01-10,11:00:00,2017-01-12,2,24000
r3262,h_92,c_821,2017-02-24 03:57:05,2017-03-01,12:30:00,2017-03-02,1,34400
r3263,h_187,c_822,2016-01-05 13:33:00,2016-02-01,11:00:00,2016-02-02,3,54900
r3264,h_98,c_822,2016-03-03 09:31:36,2016-04-01,11:30:00,2016-04-02,4,75600
r3265,h_100,c_822,2016-04-22 10:09:24,2016-05-04,12:00:00,2016-05-07,3,43200
r3266,h_187,c_822,2016-07-12 17:11:49,2016-07-24,09:30:00,2016-07-25,1,18300
r3267,h_16,c_822,2016-12-11 03:57:40,2017-01-06,11:30:00,2017-01-09,2,136200
r3268,h_139,c_822,2017-05-11 18:17:04,2017-05-14,09:30:00,2017-05-15,1,15800
r3269,h_244,c_823,2016-03-23 06:59:24,2016-04-13,09:30:00,2016-04-14,2,19800
r3270,h_188,c_823,2016-09-10 13:08:16,2016-10-02,11:30:00,2016-10-03,4,236800
r3271,h_111,c_823,2016-10-11 02:09:04,2016-10-22,12:00:00,2016-10-24,2,174400
r3272,h_283,c_823,2017-03-28 15:22:30,2017-04-22,11:00:00,2017-04-25,4,243600
r3273,h_237,c_823,2017-06-18 06:37:14,2017-07-10,10:30:00,2017-07-12,2,41200
r3274,h_238,c_823,2017-09-28 16:29:17,2017-09-30,10:30:00,2017-10-01,2,17600
r3275,h_265,c_824,2016-04-11 23:12:24,2016-04-21,09:00:00,2016-04-22,3,55800
r3276,h_155,c_824,2016-08-21 13:48:37,2016-08-25,10:30:00,2016-08-26,3,72300
r3277,h_151,c_824,2017-01-19 03:41:43,2017-02-11,12:30:00,2017-02-14,4,498000
r3278,h_234,c_824,2017-03-06 19:03:29,2017-03-13,12:30:00,2017-03-15,2,22400
r3279,h_17,c_824,2017-09-11 18:43:41,2017-10-08,11:30:00,2017-10-09,3,61200
r3280,h_207,c_824,2018-02-11 16:44:10,2018-02-27,11:30:00,2018-03-02,4,105600
r3281,h_254,c_825,2016-03-28 20:13:20,2016-04-22,09:30:00,2016-04-23,2,10000
r3282,h_154,c_825,2016-07-21 13:39:38,2016-07-21,10:30:00,2016-07-22,3,29100
r3283,h_292,c_825,2016-11-17 03:08:00,2016-12-08,11:00:00,2016-12-10,1,18200
r3284,h_147,c_825,2017-06-07 01:06:50,2017-06-08,12:00:00,2017-06-09,2,26800
r3285,h_137,c_825,2017-07-25 20:24:45,2017-08-06,10:30:00,2017-08-09,4,74400
r3286,h_241,c_826,2016-01-01 12:20:12,2016-01-02,09:30:00,2016-01-04,2,24000
r3287,h_132,c_826,2016-02-24 18:08:50,2016-03-19,11:00:00,2016-03-20,1,20400
r3288,h_231,c_826,2016-03-22 22:16:40,2016-04-14,10:30:00,2016-04-17,2,87600
r3289,h_284,c_826,2016-09-14 00:09:50,2016-09-25,10:30:00,2016-09-27,2,40000
r3290,h_104,c_826,2017-02-27 11:22:48,2017-03-19,11:30:00,2017-03-22,2,253200
r3291,h_100,c_826,2017-09-13 08:08:23,2017-10-13,11:00:00,2017-10-14,1,4800
r3292,h_37,c_827,2016-02-28 11:48:42,2016-03-05,12:00:00,2016-03-08,1,75300
r3293,h_99,c_827,2016-03-28 12:55:18,2016-04-15,11:00:00,2016-04-18,4,268800
r3294,h_131,c_827,2016-07-06 07:27:58,2016-07-30,10:00:00,2016-08-02,4,166800
r3295,h_249,c_827,2016-08-11 05:16:20,2016-08-31,10:00:00,2016-09-01,3,146100
r3296,h_60,c_827,2016-12-18 02:15:25,2017-01-10,12:30:00,2017-01-12,4,93600
r3297,h_135,c_827,2017-01-26 11:55:42,2017-02-04,09:30:00,2017-02-06,4,92800
r3298,h_262,c_827,2017-02-25 08:25:54,2017-03-09,12:30:00,2017-03-12,2,114000
r3299,h_221,c_827,2017-06-20 07:13:19,2017-06-24,12:00:00,2017-06-25,4,22000
r3300,h_82,c_828,2016-02-27 18:04:23,2016-03-10,09:30:00,2016-03-11,1,12700
r3301,h_179,c_828,2016-04-03 12:04:32,2016-04-05,11:00:00,2016-04-06,2,11200
r3302,h_124,c_828,2016-05-27 01:58:39,2016-05-31,10:30:00,2016-06-02,4,532800
r3303,h_59,c_829,2016-04-16 02:39:06,2016-05-10,11:00:00,2016-05-13,1,74400
r3304,h_271,c_829,2016-09-17 06:33:49,2016-10-09,11:30:00,2016-10-12,1,26100
r3305,h_100,c_829,2016-11-14 20:28:52,2016-12-09,12:00:00,2016-12-12,2,28800
r3306,h_214,c_829,2017-06-03 03:55:28,2017-06-21,11:00:00,2017-06-23,3,291600
r3307,h_30,c_829,2017-09-24 00:47:35,2017-10-12,09:30:00,2017-10-15,1,23100
r3308,h_267,c_829,2018-04-12 03:17:01,2018-04-30,10:30:00,2018-05-01,2,19600
r3309,h_14,c_830,2016-03-06 04:42:02,2016-03-16,10:30:00,2016-03-17,3,23100
r3310,h_50,c_830,2016-07-03 10:27:31,2016-07-23,11:30:00,2016-07-26,3,45900
r3311,h_66,c_830,2016-12-30 18:07:09,2017-01-05,10:30:00,2017-01-07,4,276800
r3312,h_35,c_830,2017-06-22 14:58:29,2017-07-12,11:00:00,2017-07-13,1,3500
r3313,h_71,c_830,2017-11-18 13:02:32,2017-12-11,09:30:00,2017-12-13,2,92000
r3314,h_176,c_831,2016-01-21 22:49:51,2016-02-06,10:30:00,2016-02-08,4,139200
r3315,h_156,c_831,2016-05-26 17:01:45,2016-06-20,12:00:00,2016-06-23,2,110400
r3316,h_72,c_831,2016-06-25 03:34:03,2016-07-08,09:00:00,2016-07-09,4,38800
r3317,h_134,c_831,2016-08-24 05:02:38,2016-09-01,10:30:00,2016-09-04,4,811200
r3318,h_139,c_831,2016-12-16 02:16:49,2017-01-11,10:30:00,2017-01-12,4,63200
r3319,h_14,c_831,2017-06-22 09:30:07,2017-07-11,11:00:00,2017-07-14,2,46200
r3320,h_21,c_831,2017-10-07 01:53:01,2017-10-27,09:30:00,2017-10-30,3,100800
r3321,h_78,c_832,2016-05-05 21:14:26,2016-05-26,11:30:00,2016-05-27,2,21400
r3322,h_92,c_832,2016-06-11 23:14:15,2016-07-09,09:30:00,2016-07-12,3,309600
r3323,h_124,c_832,2016-12-15 20:02:37,2016-12-15,10:00:00,2016-12-18,2,399600
r3324,h_290,c_832,2017-04-08 03:18:11,2017-04-17,09:00:00,2017-04-18,3,47700
r3325,h_102,c_833,2016-02-07 08:00:17,2016-02-25,11:00:00,2016-02-26,3,18000
r3326,h_56,c_833,2016-08-02 20:46:50,2016-08-27,12:00:00,2016-08-28,2,63800
r3327,h_255,c_833,2016-09-02 23:12:27,2016-09-06,11:30:00,2016-09-07,3,115500
r3328,h_23,c_833,2016-09-28 08:22:57,2016-10-13,09:00:00,2016-10-14,4,260400
r3329,h_294,c_833,2017-04-07 02:19:48,2017-05-06,09:30:00,2017-05-09,4,481200
r3330,h_257,c_833,2017-07-20 11:27:20,2017-08-02,11:30:00,2017-08-03,1,8000
r3331,h_178,c_833,2017-11-16 05:26:17,2017-12-04,09:30:00,2017-12-05,2,42000
r3332,h_123,c_834,2016-06-23 00:33:55,2016-07-06,11:00:00,2016-07-08,2,22400
r3333,h_181,c_834,2016-12-21 10:13:54,2017-01-14,10:00:00,2017-01-17,4,100800
r3334,h_23,c_834,2017-07-13 20:22:10,2017-07-17,11:30:00,2017-07-18,4,260400
r3335,h_259,c_835,2016-03-24 11:03:46,2016-04-07,09:00:00,2016-04-09,2,233600
r3336,h_34,c_835,2016-08-28 18:18:09,2016-09-08,09:30:00,2016-09-09,3,25500
r3337,h_27,c_835,2017-02-04 07:00:05,2017-02-19,09:30:00,2017-02-21,4,149600
r3338,h_28,c_835,2017-03-18 23:18:30,2017-04-05,12:30:00,2017-04-07,1,11400
r3339,h_167,c_835,2017-05-12 00:31:08,2017-06-06,12:30:00,2017-06-07,4,111600
r3340,h_287,c_835,2017-11-28 19:49:13,2017-12-06,11:30:00,2017-12-07,1,14500
r3341,h_20,c_835,2018-03-20 12:21:52,2018-04-12,12:00:00,2018-04-14,2,28400
r3342,h_52,c_835,2018-07-02 06:41:37,2018-07-30,12:00:00,2018-08-01,3,162600
r3343,h_76,c_836,2016-03-21 18:39:11,2016-04-16,11:00:00,2016-04-17,4,36800
r3344,h_83,c_836,2016-09-21 03:17:50,2016-10-08,12:00:00,2016-10-11,1,186600
r3345,h_257,c_836,2016-11-29 11:09:25,2016-11-29,11:00:00,2016-12-02,1,24000
r3346,h_216,c_836,2017-05-16 12:25:40,2017-05-22,10:00:00,2017-05-24,3,115800
r3347,h_263,c_836,2017-10-07 11:44:03,2017-10-27,09:30:00,2017-10-30,1,68700
r3348,h_57,c_836,2018-02-12 20:16:36,2018-02-17,09:30:00,2018-02-18,3,123000
r3349,h_48,c_836,2018-05-29 08:25:40,2018-06-19,11:30:00,2018-06-22,4,540000
r3350,h_74,c_836,2018-12-15 22:38:39,2018-12-15,10:30:00,2018-12-18,2,28800
r3351,h_111,c_837,2016-03-24 22:41:34,2016-04-15,11:30:00,2016-04-18,1,130800
r3352,h_293,c_838,2016-06-21 16:55:37,2016-07-08,10:30:00,2016-07-09,1,30800
r3353,h_24,c_838,2016-11-01 13:52:54,2016-11-03,10:30:00,2016-11-06,4,55200
r3354,h_203,c_838,2016-12-28 10:35:03,2017-01-16,12:00:00,2017-01-18,4,223200
r3355,h_161,c_838,2017-04-01 09:04:44,2017-04-24,12:30:00,2017-04-26,4,356800
r3356,h_103,c_838,2017-09-08 22:00:11,2017-09-15,09:00:00,2017-09-16,3,48600
r3357,h_119,c_839,2016-04-30 18:51:24,2016-05-21,11:00:00,2016-05-22,3,19800
r3358,h_230,c_839,2016-08-14 00:14:00,2016-09-10,09:00:00,2016-09-12,4,139200
r3359,h_156,c_839,2016-12-06 14:09:02,2016-12-06,10:30:00,2016-12-09,3,165600
r3360,h_225,c_839,2017-04-12 06:50:05,2017-04-22,09:00:00,2017-04-24,4,57600
r3361,h_291,c_840,2016-06-24 11:13:38,2016-07-20,10:00:00,2016-07-23,3,301500
r3362,h_182,c_840,2016-11-16 00:05:04,2016-12-04,10:30:00,2016-12-07,2,93000
r3363,h_283,c_840,2017-02-28 19:24:30,2017-03-12,10:30:00,2017-03-13,4,81200
r3364,h_62,c_840,2017-07-04 22:49:02,2017-07-05,10:30:00,2017-07-06,4,187200
r3365,h_90,c_840,2017-10-17 08:46:55,2017-11-15,12:30:00,2017-11-16,1,8000
r3366,h_173,c_841,2016-05-08 20:27:21,2016-05-23,12:30:00,2016-05-26,4,480000
r3367,h_227,c_841,2016-11-03 10:03:59,2016-11-13,10:30:00,2016-11-14,3,23700
r3368,h_215,c_841,2017-01-21 02:28:31,2017-01-31,09:30:00,2017-02-01,1,15400
r3369,h_178,c_842,2016-04-04 14:55:55,2016-04-27,09:00:00,2016-04-29,1,42000
r3370,h_157,c_842,2016-05-24 10:12:17,2016-06-20,12:00:00,2016-06-23,4,415200
r3371,h_154,c_842,2016-11-29 14:52:39,2016-12-24,09:30:00,2016-12-27,3,87300
r3372,h_4,c_842,2017-04-18 02:49:54,2017-04-19,12:00:00,2017-04-21,4,41600
r3373,h_200,c_842,2017-06-10 01:17:42,2017-07-04,10:30:00,2017-07-05,4,33600
r3374,h_276,c_842,2017-10-30 19:35:31,2017-11-09,11:30:00,2017-11-10,3,118500
r3375,h_80,c_843,2016-04-20 07:12:43,2016-04-26,11:30:00,2016-04-27,4,146800
r3376,h_61,c_843,2016-10-02 10:23:38,2016-10-29,09:00:00,2016-10-31,1,149600
r3377,h_184,c_843,2016-12-24 22:08:48,2016-12-31,11:00:00,2017-01-02,1,39800
r3378,h_28,c_843,2017-03-18 23:16:06,2017-04-13,10:00:00,2017-04-16,4,68400
r3379,h_64,c_843,2017-06-12 13:19:54,2017-07-09,12:30:00,2017-07-10,4,64000
r3380,h_6,c_844,2016-05-11 14:06:52,2016-06-07,11:30:00,2016-06-10,4,594000
r3381,h_110,c_844,2016-09-17 17:44:02,2016-10-13,12:30:00,2016-10-15,1,52800
r3382,h_232,c_844,2017-01-31 13:56:43,2017-02-20,10:30:00,2017-02-23,4,342000
r3383,h_57,c_844,2017-06-12 08:36:02,2017-06-18,12:00:00,2017-06-21,2,246000
r3384,h_157,c_844,2017-08-09 20:01:15,2017-08-19,12:30:00,2017-08-21,3,207600
r3385,h_189,c_844,2017-08-23 11:28:09,2017-08-28,10:30:00,2017-08-30,4,64000
r3386,h_1,c_845,2016-02-13 18:48:17,2016-03-01,11:00:00,2016-03-03,3,156600
r3387,h_60,c_845,2016-05-05 04:39:27,2016-05-07,09:00:00,2016-05-09,2,46800
r3388,h_67,c_845,2016-09-21 19:49:51,2016-10-03,09:30:00,2016-10-05,4,254400
r3389,h_222,c_845,2017-01-05 01:59:06,2017-01-12,10:00:00,2017-01-15,3,180000
r3390,h_114,c_845,2017-06-16 16:25:55,2017-07-04,10:00:00,2017-07-06,4,153600
r3391,h_160,c_845,2017-11-08 02:08:59,2017-11-27,10:00:00,2017-11-28,4,49600
r3392,h_266,c_845,2018-04-16 17:57:37,2018-04-28,12:30:00,2018-04-30,3,69600
r3393,h_132,c_845,2018-06-05 11:44:17,2018-06-21,10:30:00,2018-06-24,1,61200
r3394,h_279,c_846,2016-05-08 08:41:22,2016-05-26,10:30:00,2016-05-28,2,25200
r3395,h_110,c_847,2016-06-14 21:35:37,2016-06-19,10:00:00,2016-06-20,4,105600
r3396,h_101,c_847,2016-07-12 18:32:16,2016-07-17,12:00:00,2016-07-19,1,28000
r3397,h_101,c_848,2016-02-02 07:02:52,2016-02-07,10:30:00,2016-02-10,4,168000
r3398,h_113,c_848,2016-05-02 12:55:21,2016-05-19,09:30:00,2016-05-20,3,57900
r3399,h_42,c_848,2016-07-19 21:42:29,2016-07-24,11:30:00,2016-07-26,1,22600
r3400,h_20,c_848,2016-09-17 12:18:15,2016-10-14,11:00:00,2016-10-15,3,21300
r3401,h_234,c_849,2016-06-05 22:14:49,2016-06-28,12:00:00,2016-07-01,4,67200
r3402,h_37,c_849,2016-10-01 19:07:18,2016-10-31,10:00:00,2016-11-03,1,75300
r3403,h_164,c_849,2016-11-14 12:24:13,2016-11-30,09:30:00,2016-12-01,2,25400
r3404,h_58,c_849,2017-05-16 00:49:33,2017-06-12,11:30:00,2017-06-13,3,100500
r3405,h_23,c_849,2017-10-06 11:30:34,2017-10-17,11:30:00,2017-10-19,4,520800
r3406,h_233,c_850,2016-01-09 07:47:07,2016-01-31,11:30:00,2016-02-01,3,26700
r3407,h_155,c_850,2016-02-28 17:30:54,2016-03-26,11:30:00,2016-03-28,2,96400
r3408,h_22,c_850,2016-08-09 12:56:34,2016-08-20,12:30:00,2016-08-23,4,128400
r3409,h_59,c_851,2016-04-20 21:17:57,2016-04-30,10:00:00,2016-05-01,1,24800
r3410,h_153,c_851,2016-07-11 00:17:48,2016-07-21,09:00:00,2016-07-22,3,42300
r3411,h_277,c_851,2016-10-08 14:31:46,2016-10-23,09:00:00,2016-10-26,3,117900
r3412,h_256,c_851,2017-01-30 03:20:51,2017-02-13,09:00:00,2017-02-14,4,138000
r3413,h_47,c_851,2017-06-27 01:16:05,2017-07-07,11:30:00,2017-07-08,2,23200
r3414,h_3,c_851,2017-10-03 07:28:10,2017-10-16,09:30:00,2017-10-17,1,41300
r3415,h_288,c_852,2016-01-05 00:21:33,2016-01-09,09:00:00,2016-01-10,4,72400
r3416,h_267,c_852,2016-04-06 03:54:50,2016-04-30,11:30:00,2016-05-02,3,58800
r3417,h_31,c_852,2016-09-11 10:04:46,2016-09-30,09:00:00,2016-10-03,4,211200
r3418,h_36,c_852,2017-03-26 05:27:41,2017-03-26,10:00:00,2017-03-27,3,90900
r3419,h_192,c_852,2017-06-16 01:40:58,2017-06-20,09:00:00,2017-06-21,3,45000
r3420,h_38,c_852,2017-10-30 05:23:02,2017-11-14,10:30:00,2017-11-17,4,672000
r3421,h_134,c_853,2016-05-25 05:09:09,2016-06-06,12:30:00,2016-06-09,2,405600
r3422,h_256,c_853,2016-08-07 08:39:44,2016-08-12,12:00:00,2016-08-13,4,138000
r3423,h_118,c_854,2016-06-10 12:33:46,2016-07-03,09:00:00,2016-07-06,1,32400
r3424,h_192,c_854,2016-09-11 05:52:48,2016-09-22,09:30:00,2016-09-24,3,90000
r3425,h_157,c_854,2016-10-26 21:28:39,2016-11-16,10:00:00,2016-11-17,3,103800
r3426,h_238,c_854,2017-01-28 20:24:49,2017-02-22,12:30:00,2017-02-23,4,35200
r3427,h_122,c_855,2016-01-10 17:08:16,2016-01-22,12:00:00,2016-01-25,4,80400
r3428,h_11,c_855,2016-04-22 05:12:06,2016-04-24,12:00:00,2016-04-27,4,448800
r3429,h_187,c_855,2016-08-19 18:11:30,2016-09-10,09:00:00,2016-09-12,1,36600
r3430,h_166,c_856,2016-06-26 10:18:55,2016-06-28,12:00:00,2016-06-30,3,99600
r3431,h_242,c_856,2016-10-03 17:20:06,2016-10-17,10:00:00,2016-10-20,4,99600
r3432,h_106,c_856,2017-03-02 21:11:44,2017-03-08,10:30:00,2017-03-09,4,88800
r3433,h_291,c_857,2016-04-13 21:39:32,2016-04-20,12:30:00,2016-04-23,4,402000
r3434,h_14,c_857,2016-07-12 10:28:26,2016-08-07,12:30:00,2016-08-08,2,15400
r3435,h_13,c_858,2016-02-24 01:16:22,2016-03-06,09:00:00,2016-03-09,2,28200
r3436,h_195,c_858,2016-05-08 06:47:32,2016-05-20,11:30:00,2016-05-23,4,602400
r3437,h_72,c_858,2016-09-24 13:09:33,2016-10-06,11:30:00,2016-10-09,3,87300
r3438,h_281,c_858,2017-03-16 12:48:56,2017-04-03,11:00:00,2017-04-04,3,47700
r3439,h_158,c_858,2017-05-24 09:35:15,2017-06-03,11:00:00,2017-06-04,1,9900
r3440,h_99,c_858,2017-06-27 01:25:18,2017-07-16,10:00:00,2017-07-18,1,44800
r3441,h_281,c_858,2018-01-12 19:58:51,2018-01-22,11:30:00,2018-01-24,1,31800
r3442,h_20,c_859,2016-05-11 10:10:58,2016-06-09,11:30:00,2016-06-10,2,14200
r3443,h_92,c_859,2016-09-10 13:37:06,2016-09-13,12:00:00,2016-09-14,4,137600
r3444,h_14,c_859,2016-10-03 17:26:00,2016-10-13,12:30:00,2016-10-15,3,46200
r3445,h_148,c_859,2016-11-06 10:50:48,2016-11-07,12:30:00,2016-11-09,1,19600
r3446,h_38,c_860,2016-05-06 20:08:53,2016-05-19,10:30:00,2016-05-22,4,672000
r3447,h_84,c_860,2016-06-15 14:36:26,2016-06-17,12:30:00,2016-06-20,4,292800
r3448,h_265,c_861,2016-05-24 16:46:47,2016-06-03,12:30:00,2016-06-05,1,37200
r3449,h_8,c_861,2016-10-06 04:39:26,2016-10-25,11:30:00,2016-10-26,1,12400
r3450,h_62,c_861,2016-10-29 10:04:50,2016-11-28,11:30:00,2016-12-01,2,280800
r3451,h_119,c_861,2017-05-20 02:15:18,2017-05-25,12:30:00,2017-05-26,1,6600
r3452,h_28,c_862,2016-04-20 05:16:54,2016-05-16,09:30:00,2016-05-19,3,51300
r3453,h_79,c_862,2016-11-13 14:42:30,2016-11-18,10:30:00,2016-11-21,4,240000
r3454,h_43,c_862,2017-01-16 07:37:11,2017-01-30,09:30:00,2017-02-02,2,108600
r3455,h_16,c_862,2017-03-02 08:52:33,2017-03-27,11:00:00,2017-03-30,3,204300
r3456,h_171,c_862,2017-07-17 09:42:18,2017-08-06,12:30:00,2017-08-07,2,51000
r3457,h_234,c_862,2017-09-20 11:36:34,2017-10-13,10:00:00,2017-10-15,1,11200
r3458,h_55,c_862,2017-11-30 16:13:34,2017-12-05,10:00:00,2017-12-08,4,170400
r3459,h_248,c_862,2018-05-11 12:26:00,2018-05-14,10:30:00,2018-05-16,4,137600
r3460,h_144,c_863,2016-05-24 04:01:20,2016-06-20,10:30:00,2016-06-21,3,30000
r3461,h_105,c_863,2016-09-22 14:42:06,2016-10-14,11:00:00,2016-10-16,1,20600
r3462,h_163,c_863,2017-01-24 18:59:48,2017-02-06,09:30:00,2017-02-09,2,128400
r3463,h_7,c_863,2017-07-21 01:24:22,2017-08-08,10:30:00,2017-08-11,1,56700
r3464,h_111,c_863,2018-01-25 01:03:06,2018-01-31,10:00:00,2018-02-02,1,87200
r3465,h_281,c_863,2018-07-12 04:18:50,2018-08-04,09:30:00,2018-08-06,1,31800
r3466,h_244,c_864,2016-02-08 17:57:22,2016-03-07,12:30:00,2016-03-09,2,39600
r3467,h_245,c_864,2016-04-28 00:20:49,2016-05-17,11:30:00,2016-05-19,3,82800
r3468,h_166,c_864,2016-09-10 20:34:35,2016-10-02,09:00:00,2016-10-03,2,33200
r3469,h_156,c_865,2016-01-23 08:13:05,2016-02-04,12:00:00,2016-02-05,1,18400
r3470,h_260,c_865,2016-05-09 15:18:48,2016-06-03,09:30:00,2016-06-05,4,328000
r3471,h_204,c_865,2016-10-31 07:18:35,2016-11-15,12:00:00,2016-11-16,1,12100
r3472,h_299,c_865,2017-03-21 04:00:45,2017-04-13,11:30:00,2017-04-16,4,290400
r3473,h_265,c_865,2017-04-25 19:46:51,2017-05-06,12:00:00,2017-05-08,4,148800
r3474,h_136,c_865,2017-07-24 02:06:53,2017-08-02,12:00:00,2017-08-05,1,62100
r3475,h_204,c_866,2016-03-04 00:11:19,2016-04-03,10:30:00,2016-04-06,1,36300
r3476,h_43,c_866,2016-09-17 21:09:02,2016-10-03,09:30:00,2016-10-04,1,18100
r3477,h_157,c_866,2017-03-21 04:07:52,2017-04-03,10:30:00,2017-04-04,4,138400
r3478,h_66,c_866,2017-09-06 14:43:57,2017-09-07,09:00:00,2017-09-08,4,138400
r3479,h_87,c_866,2017-10-19 19:21:14,2017-10-20,11:30:00,2017-10-23,2,37200
r3480,h_86,c_866,2018-03-18 02:48:59,2018-04-04,11:30:00,2018-04-06,4,171200
r3481,h_68,c_866,2018-09-02 05:47:04,2018-09-28,12:00:00,2018-10-01,1,25800
r3482,h_245,c_866,2019-01-20 23:44:10,2019-01-31,09:30:00,2019-02-01,4,55200
r3483,h_187,c_867,2016-05-27 01:28:44,2016-06-11,12:00:00,2016-06-13,2,73200
r3484,h_107,c_867,2016-11-18 10:23:47,2016-11-30,11:30:00,2016-12-02,3,112800
r3485,h_292,c_867,2017-05-15 18:07:31,2017-05-28,10:00:00,2017-05-30,1,18200
r3486,h_212,c_867,2017-08-13 12:43:38,2017-08-22,11:00:00,2017-08-24,1,24600
r3487,h_139,c_868,2016-04-23 16:26:13,2016-04-23,12:00:00,2016-04-26,3,142200
r3488,h_64,c_868,2016-10-11 00:29:13,2016-10-19,10:30:00,2016-10-22,2,96000
r3489,h_244,c_868,2017-02-13 01:51:10,2017-02-27,09:00:00,2017-03-01,4,79200
r3490,h_193,c_868,2017-05-06 23:04:34,2017-06-02,12:30:00,2017-06-03,1,58500
r3491,h_167,c_868,2017-09-18 16:11:38,2017-10-05,10:00:00,2017-10-08,2,167400
r3492,h_257,c_868,2018-01-07 03:15:04,2018-01-22,10:00:00,2018-01-23,1,8000
r3493,h_237,c_868,2018-03-13 11:27:35,2018-03-20,09:00:00,2018-03-23,4,123600
r3494,h_156,c_868,2018-04-21 14:55:46,2018-05-06,11:30:00,2018-05-07,4,73600
r3495,h_155,c_869,2016-05-18 22:44:18,2016-06-11,11:00:00,2016-06-12,3,72300
r3496,h_157,c_869,2016-07-04 21:23:33,2016-07-20,09:30:00,2016-07-22,2,138400
r3497,h_144,c_869,2016-09-15 02:46:29,2016-09-15,10:30:00,2016-09-18,4,120000
r3498,h_211,c_870,2016-06-20 00:08:10,2016-07-07,10:00:00,2016-07-10,3,94500
r3499,h_105,c_870,2016-12-23 04:17:37,2016-12-23,10:30:00,2016-12-25,2,41200
r3500,h_243,c_870,2017-06-15 00:56:57,2017-07-05,11:30:00,2017-07-07,4,221600
r3501,h_260,c_870,2017-11-05 15:20:14,2017-11-24,11:00:00,2017-11-25,2,82000
r3502,h_300,c_870,2018-05-20 01:32:19,2018-05-25,11:30:00,2018-05-27,1,32600
r3503,h_71,c_870,2018-09-30 07:31:16,2018-10-28,10:30:00,2018-10-29,1,23000
r3504,h_219,c_871,2016-01-27 23:38:01,2016-02-08,10:00:00,2016-02-10,4,82400
r3505,h_54,c_871,2016-02-18 00:25:00,2016-03-08,12:30:00,2016-03-10,3,76800
r3506,h_113,c_871,2016-05-10 07:31:25,2016-05-27,11:30:00,2016-05-28,3,57900
r3507,h_20,c_871,2016-10-14 10:27:28,2016-11-03,11:30:00,2016-11-06,3,63900
r3508,h_113,c_871,2016-11-07 16:50:39,2016-11-27,12:30:00,2016-11-30,4,231600
r3509,h_270,c_871,2017-02-03 15:27:41,2017-03-02,12:00:00,2017-03-04,4,66400
r3510,h_14,c_871,2017-07-07 07:26:12,2017-07-14,12:00:00,2017-07-15,3,23100
r3511,h_105,c_871,2017-07-15 10:02:15,2017-08-08,11:30:00,2017-08-10,3,61800
r3512,h_37,c_872,2016-06-09 15:39:45,2016-06-21,12:30:00,2016-06-24,2,150600
r3513,h_100,c_873,2016-01-30 13:31:15,2016-02-29,09:30:00,2016-03-02,4,38400
r3514,h_218,c_873,2016-04-27 01:53:31,2016-05-03,12:00:00,2016-05-04,3,63000
r3515,h_87,c_873,2016-08-31 00:45:44,2016-09-03,09:30:00,2016-09-06,3,55800
r3516,h_280,c_874,2016-01-13 08:31:50,2016-01-16,09:30:00,2016-01-19,2,37800
